year,time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
2024,202324,Academic year,National,E92000001,England,Revised,Drama,Female,7,24.7,63.2,88.2,97.2,99.5,5794
2025,202425,Academic year,National,E92000001,England,Provisional,Drama,Female,6.6,24.4,65,90.6,98.2,99.6,5470
1996,199596,Academic year,National,E92000001,England,Final,Drama,Male,z,9,22,40,60,78,2077
1997,199697,Academic year,National,E92000001,England,Final,Drama,Male,z,10,24,43,63,81,2332
1998,199798,Academic year,National,E92000001,England,Final,Drama,Male,z,10,24,46,68,84,2617
1999,199899,Academic year,National,E92000001,England,Final,Drama,Male,z,12,26,52,72,87,2920
2000,199900,Academic year,National,E92000001,England,Final,Drama,Male,z,12,27,54,76,89,3052
2001,200001,Academic year,National,E92000001,England,Final,Drama,Male,z,11,26,56,79,91,3175
2002,200102,Academic year,National,E92000001,England,Final,Drama,Male,z,12,35,66,86,96,3481
2003,200203,Academic year,National,E92000001,England,Final,Drama,Male,z,11,34,68,89,98,3726
2004,200304,Academic year,National,E92000001,England,Final,Drama,Male,z,12,38,69,90,98,4003
2005,200405,Academic year,National,E92000001,England,Final,Drama,Male,z,15,42,72,92,99,4194
2006,200506,Academic year,National,E92000001,England,Final,Drama,Male,z,14,43,75,93,99,4492
2007,200607,Academic year,National,E92000001,England,Final,Drama,Male,z,15,42,75,93,99,4380
2008,200708,Academic year,National,E92000001,England,Final,Drama,Male,z,16,44,77,94,99,4702
2009,200809,Academic year,National,E92000001,England,Final,Drama,Male,z,14,45,76,95,100,4820
2010,200910,Academic year,National,E92000001,England,Final,Drama,Male,4,15,40,71,92,99,4970
2011,201011,Academic year,National,E92000001,England,Final,Drama,Male,3,14,40,72,93,99,4704
2012,201112,Academic year,National,E92000001,England,Final,Drama,Male,3,13,40,73,93,99,4321
2013,201213,Academic year,National,E92000001,England,Final,Drama,Male,2,11,38,72,93,99,3937
2014,201314,Academic year,National,E92000001,England,Final,Drama,Male,3,12,38,71,93,99,3621
2015,201415,Academic year,National,E92000001,England,Final,Drama,Male,3,12,38,69,92,99,3778
2016,201516,Academic year,National,E92000001,England,Final,Drama,Male,3,12,37,70,93,99,3434
2017,201617,Academic year,National,E92000001,England,Final,Drama,Male,3,13,40,72,93,99,3295
2018,201718,Academic year,National,E92000001,England,Revised,Drama,Male,2.7,12.5,42.4,72.8,92.1,98.5,3016
2019,201819,Academic year,National,E92000001,England,Revised,Drama,Male,3.3,13.8,44.3,77,94,99.1,2753
2020,201920,Academic year,National,E92000001,England,Final,Drama,Male,10.5,32.7,66.8,91.1,98.2,99.8,2437
2021,202021,Academic year,National,E92000001,England,Final,Drama,Male,16.4,40.4,70.3,92.2,98.6,99.8,2414
2022,202122,Academic year,National,E92000001,England,Revised,Drama,Male,12.6,33,65.3,86.3,96.2,99.1,2449
2023,202223,Academic year,National,E92000001,England,Revised,Drama,Male,4.7,16.6,46.8,75.9,93.9,98.8,2265
2024,202324,Academic year,National,E92000001,England,Revised,Drama,Male,4.5,17.9,51.3,82.1,94.7,98.7,2067
2025,202425,Academic year,National,E92000001,England,Provisional,Drama,Male,5.4,19.5,55,85.3,97,99.4,1902
1996,199596,Academic year,National,E92000001,England,Final,Economics,All students,z,16,32,50,67,82,20751
1997,199697,Academic year,National,E92000001,England,Final,Economics,All students,z,16,33,52,70,84,19384
1998,199798,Academic year,National,E92000001,England,Final,Economics,All students,z,18,36,56,73,85,18150
1999,199899,Academic year,National,E92000001,England,Final,Economics,All students,z,19,38,57,75,88,18299
2000,199900,Academic year,National,E92000001,England,Final,Economics,All students,z,21,40,59,76,89,17284
2001,200001,Academic year,National,E92000001,England,Final,Economics,All students,z,22,41,62,79,90,16928
2002,200102,Academic year,National,E92000001,England,Final,Economics,All students,z,28,53,74,88,97,13369
2003,200203,Academic year,National,E92000001,England,Final,Economics,All students,z,32,58,78,92,98,13317
2004,200304,Academic year,National,E92000001,England,Final,Economics,All students,z,33,60,80,92,98,13408
2005,200405,Academic year,National,E92000001,England,Final,Economics,All students,z,34,62,82,94,99,13419
2006,200506,Academic year,National,E92000001,England,Final,Economics,All students,z,36,63,82,94,99,13578
2007,200607,Academic year,National,E92000001,England,Final,Economics,All students,z,36,64,83,94,99,13950
2008,200708,Academic year,National,E92000001,England,Final,Economics,All students,z,38,65,84,95,99,15358
2009,200809,Academic year,National,E92000001,England,Final,Economics,All students,z,38,66,85,95,99,17696
2010,200910,Academic year,National,E92000001,England,Final,Economics,All students,9,38,66,85,95,99,20314
2011,201011,Academic year,National,E92000001,England,Final,Economics,All students,9,38,66,85,95,99,20819
2012,201112,Academic year,National,E92000001,England,Final,Economics,All students,9,36,65,84,95,99,21238
2013,201213,Academic year,National,E92000001,England,Final,Economics,All students,8,34,64,84,95,99,23117
2014,201314,Academic year,National,E92000001,England,Final,Economics,All students,10,34,62,82,94,99,22884
2015,201415,Academic year,National,E92000001,England,Final,Economics,All students,9,32,61,83,94,99,26204
2016,201516,Academic year,National,E92000001,England,Final,Economics,All students,8,31,62,83,94,99,27569
2017,201617,Academic year,National,E92000001,England,Final,Economics,All students,8,32,61,84,95,98,28621
2018,201718,Academic year,National,E92000001,England,Revised,Economics,All students,7.7,31.2,60.3,82.1,93.9,98.3,29505
2019,201819,Academic year,National,E92000001,England,Revised,Economics,All students,7.1,29.8,58.4,81.2,93.7,98.2,29432
2020,201920,Academic year,National,E92000001,England,Final,Economics,All students,13.4,41,69.8,90.5,97.8,99.7,30591
2021,202021,Academic year,National,E92000001,England,Final,Economics,All students,18.5,46.5,73,90.3,97.1,99.5,32326
2022,202122,Academic year,National,E92000001,England,Revised,Economics,All students,14.2,39.1,67.2,86.1,95.3,98.6,35257
2023,202223,Academic year,National,E92000001,England,Revised,Economics,All students,8.1,30.4,58.8,80.5,92.7,97.9,37710
2024,202324,Academic year,National,E92000001,England,Revised,Economics,All students,8.6,31.8,60.4,81.8,93.3,98.1,38850
2025,202425,Academic year,National,E92000001,England,Provisional,Economics,All students,7.7,30.1,61.1,82.8,93.7,98.2,41013
1996,199596,Academic year,National,E92000001,England,Final,Economics,Female,z,14,30,48,65,80,7070
1997,199697,Academic year,National,E92000001,England,Final,Economics,Female,z,16,33,51,69,83,6712
1998,199798,Academic year,National,E92000001,England,Final,Economics,Female,z,18,36,56,72,85,6457
1999,199899,Academic year,National,E92000001,England,Final,Economics,Female,z,18,36,56,74,87,6515
2000,199900,Academic year,National,E92000001,England,Final,Economics,Female,z,22,40,58,76,89,5934
2001,200001,Academic year,National,E92000001,England,Final,Economics,Female,z,22,41,61,78,90,5698
2002,200102,Academic year,National,E92000001,England,Final,Economics,Female,z,32,56,76,89,97,4023
2003,200203,Academic year,National,E92000001,England,Final,Economics,Female,z,36,62,81,93,98,3935
2004,200304,Academic year,National,E92000001,England,Final,Economics,Female,z,37,64,83,94,98,3896
2005,200405,Academic year,National,E92000001,England,Final,Economics,Female,z,40,67,85,95,99,3953
2006,200506,Academic year,National,E92000001,England,Final,Economics,Female,z,39,66,85,96,99,4068
2007,200607,Academic year,National,E92000001,England,Final,Economics,Female,z,41,68,86,95,99,4239
2008,200708,Academic year,National,E92000001,England,Final,Economics,Female,z,41,68,86,95,99,4717
2009,200809,Academic year,National,E92000001,England,Final,Economics,Female,z,44,69,87,96,99,5463
2010,200910,Academic year,National,E92000001,England,Final,Economics,Female,11,42,71,88,96,99,6307
2011,201011,Academic year,National,E92000001,England,Final,Economics,Female,11,42,70,87,96,99,6413
2012,201112,Academic year,National,E92000001,England,Final,Economics,Female,11,41,69,86,95,99,6779
2013,201213,Academic year,National,E92000001,England,Final,Economics,Female,9,38,68,86,96,99,7404
2014,201314,Academic year,National,E92000001,England,Final,Economics,Female,11,37,64,84,94,99,7226
2015,201415,Academic year,National,E92000001,England,Final,Economics,Female,10,36,65,85,95,99,8515
2016,201516,Academic year,National,E92000001,England,Final,Economics,Female,9,35,65,86,95,99,8885
2017,201617,Academic year,National,E92000001,England,Final,Economics,Female,9,35,64,85,95,99,8940
2018,201718,Academic year,National,E92000001,England,Revised,Economics,Female,9.2,34.4,62.4,83.2,94,98.3,9197
2019,201819,Academic year,National,E92000001,England,Revised,Economics,Female,8.1,32.3,61.5,81.8,93.7,98.2,8812
2020,201920,Academic year,National,E92000001,England,Final,Economics,Female,16.2,46.8,75,92.7,98.5,99.7,9448
2021,202021,Academic year,National,E92000001,England,Final,Economics,Female,23,52.9,77.9,91.9,97.4,99.5,9934
2022,202122,Academic year,National,E92000001,England,Revised,Economics,Female,16.7,42.3,70,87.1,95.6,98.7,10881
2023,202223,Academic year,National,E92000001,England,Revised,Economics,Female,9.3,33.1,61.2,81.8,93.2,98,11214
2024,202324,Academic year,National,E92000001,England,Revised,Economics,Female,10.2,35,63.2,83.2,93.6,98,11786
2025,202425,Academic year,National,E92000001,England,Provisional,Economics,Female,8.9,32.3,63.1,83.4,93.5,98,12420
1996,199596,Academic year,National,E92000001,England,Final,Economics,Male,z,16,33,51,68,82,13681
1997,199697,Academic year,National,E92000001,England,Final,Economics,Male,z,16,33,52,70,84,12672
1998,199798,Academic year,National,E92000001,England,Final,Economics,Male,z,18,36,55,73,86,11693
1999,199899,Academic year,National,E92000001,England,Final,Economics,Male,z,20,38,58,76,88,11784
2000,199900,Academic year,National,E92000001,England,Final,Economics,Male,z,21,40,59,77,89,11350
2001,200001,Academic year,National,E92000001,England,Final,Economics,Male,z,22,41,62,79,90,11230
2002,200102,Academic year,National,E92000001,England,Final,Economics,Male,z,26,51,73,88,96,9346
2003,200203,Academic year,National,E92000001,England,Final,Economics,Male,z,30,56,77,91,98,9382
2004,200304,Academic year,National,E92000001,England,Final,Economics,Male,z,31,58,78,91,98,9512
2005,200405,Academic year,National,E92000001,England,Final,Economics,Male,z,32,60,80,93,98,9466
2006,200506,Academic year,National,E92000001,England,Final,Economics,Male,z,34,61,81,93,99,9510
2007,200607,Academic year,National,E92000001,England,Final,Economics,Male,z,34,61,82,94,99,9711
2008,200708,Academic year,National,E92000001,England,Final,Economics,Male,z,36,63,83,95,99,10641
2009,200809,Academic year,National,E92000001,England,Final,Economics,Male,z,36,64,84,95,99,12233
2010,200910,Academic year,National,E92000001,England,Final,Economics,Male,8,36,64,84,95,99,14007
2011,201011,Academic year,National,E92000001,England,Final,Economics,Male,9,36,64,84,95,99,14406
2012,201112,Academic year,National,E92000001,England,Final,Economics,Male,8,34,62,83,94,99,14459
2013,201213,Academic year,National,E92000001,England,Final,Economics,Male,7,32,61,83,94,99,15713
2014,201314,Academic year,National,E92000001,England,Final,Economics,Male,9,32,60,81,94,99,15658
2015,201415,Academic year,National,E92000001,England,Final,Economics,Male,8,30,60,82,94,99,17689
2016,201516,Academic year,National,E92000001,England,Final,Economics,Male,7,30,60,82,94,99,18684
2017,201617,Academic year,National,E92000001,England,Final,Economics,Male,7,31,60,83,95,98,19681
2018,201718,Academic year,National,E92000001,England,Revised,Economics,Male,7.1,29.7,59.4,81.6,93.8,98.3,20308
2019,201819,Academic year,National,E92000001,England,Revised,Economics,Male,6.7,28.7,57,80.9,93.7,98.2,20620
2020,201920,Academic year,National,E92000001,England,Final,Economics,Male,12.1,38.3,67.5,89.5,97.5,99.7,21143
2021,202021,Academic year,National,E92000001,England,Final,Economics,Male,16.6,43.6,70.8,89.5,96.9,99.5,22392
2022,202122,Academic year,National,E92000001,England,Revised,Economics,Male,13.2,37.6,65.9,85.6,95.1,98.5,24376
2023,202223,Academic year,National,E92000001,England,Revised,Economics,Male,7.6,29.2,57.7,80,92.5,97.9,26496
2024,202324,Academic year,National,E92000001,England,Revised,Economics,Male,7.9,30.4,59.1,81.2,93.2,98.2,27061
2025,202425,Academic year,National,E92000001,England,Provisional,Economics,Male,7.2,29.1,60.2,82.5,93.8,98.3,28593
2016,201516,Academic year,National,E92000001,England,Final,English language,All students,1,11,40,79,97,100,21176
2017,201617,Academic year,National,E92000001,England,Final,English language,All students,1,10,38,75,94,99,18802
2018,201718,Academic year,National,E92000001,England,Revised,English language,All students,1.6,11.1,39,75.3,94.8,99.1,16141
2019,201819,Academic year,National,E92000001,England,Revised,English language,All students,1.8,11.6,42.9,79.2,96.1,99.3,13601
2020,201920,Academic year,National,E92000001,England,Final,English language,All students,5.1,21.7,54.4,86.9,98,99.8,14691
2021,202021,Academic year,National,E92000001,England,Final,English language,All students,7.7,27.4,60.2,87.8,97.1,99.6,14044
2022,202122,Academic year,National,E92000001,England,Revised,English language,All students,6.4,22.9,58.1,85.8,96.7,99.1,14046
2023,202223,Academic year,National,E92000001,England,Revised,English language,All students,2.5,12.8,44.9,79.5,95.7,99.1,12949
2024,202324,Academic year,National,E92000001,England,Revised,English language,All students,2.5,12.1,43,76.8,94.4,99,12811
2025,202425,Academic year,National,E92000001,England,Provisional,English language,All students,2.6,13.2,45.1,79.1,95.7,99.3,12219
2016,201516,Academic year,National,E92000001,England,Final,English language,Female,2,12,43,82,98,100,14635
2017,201617,Academic year,National,E92000001,England,Final,English language,Female,2,11,40,77,95,99,13015
2018,201718,Academic year,National,E92000001,England,Revised,English language,Female,1.8,12,41.2,77.3,95.7,99.2,11086
2019,201819,Academic year,National,E92000001,England,Revised,English language,Female,1.9,12.4,44.9,80.9,96.7,99.4,9781
2020,201920,Academic year,National,E92000001,England,Final,English language,Female,5.5,23.7,57.3,88.6,98.4,99.8,10572
2021,202021,Academic year,National,E92000001,England,Final,English language,Female,8.3,29.6,63.6,89.6,97.8,99.6,10183
2022,202122,Academic year,National,E92000001,England,Revised,English language,Female,6.9,24.6,60.6,87.5,97.2,99.3,10176
2023,202223,Academic year,National,E92000001,England,Revised,English language,Female,2.9,14.4,47.8,81.9,96.4,99.3,9149
2024,202324,Academic year,National,E92000001,England,Revised,English language,Female,2.7,13.1,45.5,78.7,95.3,99.2,9111
